,index,ArticleID,Journal,PubDate
0,11853,11883,AER,1956
0,11854,11884,AER,1956
0,11855,11885,AER,1956
0,11856,11886,AER,1956
0,11857,11887,AER,1956
0,11858,11888,AER,1956
0,11859,11889,AER,1956
0,11860,11890,AER,1956
0,11861,11891,AER,1956
0,11862,11892,AER,1956
0,11863,11893,AER,1956
0,11864,11894,AER,1956
0,11865,11895,AER,1956
0,11866,11896,AER,1956
0,11867,11897,AER,1956
0,11868,11898,AER,1956
0,11869,11899,AER,1956
0,11870,11900,AER,1956
0,11871,11901,AER,1956
0,11872,11902,AER,1956
0,11873,11903,ECA,1956
0,11874,11904,ECA,1956
0,11875,11905,ECA,1956
0,11876,11906,ECA,1956
0,11877,11907,ECA,1956
0,11878,11908,ECA,1956
0,11879,11909,ECA,1956
0,11880,11910,ECA,1956
0,11881,11911,ECA,1956
0,11882,11912,ECA,1956
0,11883,11913,ECA,1956
0,11884,11914,ECA,1956
0,11885,11915,ECA,1956
0,11886,11916,ECA,1956
0,11887,11917,ECA,1956
0,11888,11918,ECA,1956
0,11889,11919,EJ,1956
0,11890,11920,EJ,1956
0,11891,11921,EJ,1956
0,11892,11922,EJ,1956
0,11893,11923,EJ,1956
0,11894,11924,EJ,1956
0,11895,11925,EJ,1956
0,11896,11926,EJ,1956
0,11897,11927,EJ,1956
0,11898,11928,EJ,1956
0,11899,11929,EJ,1956
0,11900,11930,EJ,1956
0,11901,11931,EJ,1956
0,11902,11932,EJ,1956
0,11903,11933,EJ,1956
0,11904,11934,EJ,1956
0,11905,11935,EJ,1956
0,11906,11936,EJ,1956
0,11907,11937,EJ,1956
0,11908,11938,EJ,1956
0,11909,11939,EJ,1956
0,11910,11940,EJ,1956
0,11911,11941,EJ,1956
0,11912,11942,EJ,1956
0,11913,11943,EJ,1956
0,11914,11944,EJ,1956
0,11915,11945,EJ,1956
0,11916,11946,EJ,1956
0,11917,11947,EJ,1956
0,11918,11948,EJ,1956
0,11919,11949,EJ,1956
0,11920,11950,EJ,1956
0,11921,11951,EJ,1956
0,11922,11952,EJ,1956
0,11923,11953,EJ,1956
0,11924,11954,EJ,1956
0,11925,11955,JPE,1956
0,11926,11956,JPE,1956
0,11927,11957,JPE,1956
0,11928,11958,JPE,1956
0,11929,11959,JPE,1956
0,11930,11960,JPE,1956
0,11931,11961,JPE,1956
0,11932,11962,JPE,1956
0,11933,11963,JPE,1956
0,11934,11964,JPE,1956
0,11935,11965,JPE,1956
0,11936,11966,JPE,1956
0,11937,11967,JPE,1956
0,11938,11968,JPE,1956
0,11939,11969,JPE,1956
0,11940,11970,JPE,1956
0,11941,11971,JPE,1956
0,11942,11972,JPE,1956
0,11943,11973,JPE,1956
0,11944,11974,JPE,1956
0,11945,11975,JPE,1956
0,11946,11976,JPE,1956
0,11947,11977,JPE,1956
0,11948,11978,JPE,1956
0,11949,11979,JPE,1956
0,11950,11980,JPE,1956
0,11951,11981,JPE,1956
0,11952,11982,JPE,1956
0,11953,11983,JPE,1956
0,11954,11984,JPE,1956
0,11955,11985,JPE,1956
0,11956,11986,JPE,1956
0,11957,11987,JPE,1956
0,11958,11988,JPE,1956
0,11959,11989,JPE,1956
0,11960,11990,JPE,1956
0,11961,11991,JPE,1956
0,11962,11992,QJE,1956
0,11963,11993,QJE,1956
0,11964,11994,QJE,1956
0,11965,11995,QJE,1956
0,11966,11996,QJE,1956
0,11967,11997,QJE,1956
0,11968,11998,QJE,1956
0,11969,11999,QJE,1956
0,11970,12000,QJE,1956
0,11971,12001,QJE,1956
0,11972,12002,QJE,1956
0,11973,12003,QJE,1956
0,11974,12004,QJE,1956
0,11975,12005,QJE,1956
0,11976,12006,QJE,1956
0,11977,12007,QJE,1956
0,11978,12008,QJE,1956
0,11979,12009,QJE,1956
0,11980,12010,QJE,1956
0,11981,12011,QJE,1956
0,11982,12012,QJE,1956
0,11983,12013,QJE,1956
0,11984,12014,QJE,1956
0,11985,12015,QJE,1956
0,11986,12016,QJE,1956
0,11987,12017,QJE,1956
0,11988,12018,QJE,1956
0,11989,12019,QJE,1956
0,11990,12020,QJE,1956
0,11991,12021,QJE,1956
0,11992,12022,QJE,1956
0,11993,12023,RES,1956
0,11994,12024,RES,1956
0,11995,12025,RES,1956
0,11996,12026,RES,1956
0,11997,12027,RES,1956
0,11998,12028,RES,1956
0,11999,12029,RES,1956
0,12000,12030,RES,1956
0,12001,12031,RES,1956
0,12002,12032,RES,1956
0,12003,12033,RES,1956
0,12004,12034,RES,1956
0,12005,12035,RES,1956
0,12006,12036,RES,1956
0,12007,12037,RES,1956
0,12008,12038,RES,1956
0,12009,12039,RES,1956
0,12010,12040,RES,1956
0,12011,12041,RES,1956
0,12012,12042,AER,1955
0,12013,12043,AER,1955
0,12014,12044,AER,1955
0,12015,12045,AER,1955
0,12016,12046,AER,1955
0,12017,12047,AER,1955
0,12018,12048,AER,1955
0,12019,12049,EJ,1955
0,12020,12050,EJ,1955
0,12021,12051,EJ,1955
0,12022,12052,EJ,1955
0,12023,12053,EJ,1955
0,12024,12054,EJ,1955
0,12025,12055,EJ,1955
0,12026,12056,EJ,1955
0,12027,12057,EJ,1955
0,12028,12058,EJ,1955
0,12029,12059,JPE,1955
0,12030,12060,JPE,1955
0,12031,12061,JPE,1955
0,12032,12062,JPE,1955
0,12033,12063,JPE,1955
0,12034,12064,JPE,1955
0,12035,12065,QJE,1955
0,12036,12066,QJE,1955
0,12037,12067,QJE,1955
0,12038,12068,QJE,1955
0,12039,12069,QJE,1955
0,12040,12070,QJE,1955
0,12041,12071,QJE,1955
0,12042,12072,QJE,1955
0,12043,12073,QJE,1955
0,12044,12074,QJE,1955
0,12045,12075,QJE,1955
0,12046,12076,ECA,1955
0,12047,12077,ECA,1955
0,12048,12078,ECA,1955
0,12049,12079,JPE,1955
0,12050,12080,JPE,1955
0,12051,12081,JPE,1955
0,12052,12082,JPE,1955
0,12053,12083,JPE,1955
0,12054,12084,JPE,1955
0,12055,12085,AER,1955
0,12056,12086,AER,1955
0,12057,12087,AER,1955
0,12058,12088,AER,1955
0,12059,12089,AER,1955
0,12060,12090,AER,1955
0,12061,12091,AER,1955
0,12062,12092,EJ,1955
0,12063,12093,EJ,1955
0,12064,12094,EJ,1955
0,12065,12095,EJ,1955
0,12066,12096,EJ,1955
0,12067,12097,EJ,1955
0,12068,12098,EJ,1955
0,12069,12099,EJ,1955
0,12070,12100,EJ,1955
0,12071,12101,EJ,1955
0,12072,12102,EJ,1955
0,12073,12103,EJ,1955
0,12074,12104,EJ,1955
0,12075,12105,EJ,1955
0,12076,12106,EJ,1955
0,12077,12107,EJ,1955
0,12078,12108,EJ,1955
0,12079,12109,EJ,1955
0,12080,12110,JPE,1955
0,12081,12111,JPE,1955
0,12082,12112,JPE,1955
0,12083,12113,JPE,1955
0,12084,12114,JPE,1955
0,12085,12115,JPE,1955
0,12086,12116,QJE,1955
0,12087,12117,QJE,1955
0,12088,12118,QJE,1955
0,12089,12119,QJE,1955
0,12090,12120,QJE,1955
0,12091,12121,QJE,1955
0,12092,12122,QJE,1955
0,12093,12123,QJE,1955
0,12094,12124,ECA,1955
0,12095,12125,ECA,1955
0,12096,12126,ECA,1955
0,12097,12127,ECA,1955
0,12098,12128,AER,1955
0,12099,12129,AER,1955
0,12100,12130,AER,1955
0,12101,12131,AER,1955
0,12102,12132,AER,1955
0,12103,12133,AER,1955
0,12104,12134,EJ,1955
0,12105,12135,EJ,1955
0,12106,12136,EJ,1955
0,12107,12137,EJ,1955
0,12108,12138,EJ,1955
0,12109,12139,EJ,1955
0,12110,12140,EJ,1955
0,12111,12141,EJ,1955
0,12112,12142,EJ,1955
0,12113,12143,JPE,1955
0,12114,12144,JPE,1955
0,12115,12145,JPE,1955
0,12116,12146,JPE,1955
0,12117,12147,JPE,1955
0,12118,12148,AER,1955
0,12119,12149,AER,1955
0,12120,12150,AER,1955
0,12121,12151,AER,1955
0,12122,12152,AER,1955
0,12123,12153,AER,1955
0,12124,12154,AER,1955
0,12125,12155,AER,1955
0,12126,12156,AER,1955
0,12127,12157,AER,1955
0,12128,12158,AER,1955
0,12129,12159,AER,1955
0,12130,12160,AER,1955
0,12131,12161,AER,1955
0,12132,12162,AER,1955
0,12133,12163,AER,1955
0,12134,12164,AER,1955
0,12135,12165,AER,1955
0,12136,12166,AER,1955
0,12137,12167,AER,1955
0,12138,12168,AER,1955
0,12139,12169,AER,1955
0,12140,12170,AER,1955
0,12141,12171,AER,1955
0,12142,12172,AER,1955
0,12143,12173,AER,1955
0,12144,12174,AER,1955
0,12145,12175,AER,1955
0,12146,12176,AER,1955
0,12147,12177,AER,1955
0,12148,12178,AER,1955
0,12149,12179,AER,1955
0,12150,12180,AER,1955
0,12151,12181,AER,1955
0,12152,12182,AER,1955
0,12153,12183,AER,1955
0,12154,12184,QJE,1955
0,12155,12185,QJE,1955
0,12156,12186,QJE,1955
0,12157,12187,QJE,1955
0,12158,12188,QJE,1955
0,12159,12189,QJE,1955
0,12160,12190,ECA,1955
0,12161,12191,ECA,1955
0,12162,12192,ECA,1955
0,12163,12193,JPE,1955
0,12164,12194,JPE,1955
0,12165,12195,JPE,1955
0,12166,12196,JPE,1955
0,12167,12197,JPE,1955
0,12168,12198,JPE,1955
0,12169,12199,AER,1955
0,12170,12200,AER,1955
0,12171,12201,AER,2009
0,12172,12202,EJ,2009
0,12173,12203,EJ,2009
0,12174,12204,EJ,2009
0,12175,12205,EJ,2009
0,12176,12206,EJ,2009
0,12177,12207,EJ,2009
0,12178,12208,EJ,2009
0,12179,12209,EJ,2009
0,12180,12210,EJ,2009
0,12181,12211,EJ,2009
0,12182,12212,EJ,2009
0,12183,12213,EJ,2009
0,12184,12214,EJ,2009
0,12185,12215,EJ,2009
0,12186,12216,EJ,2009
0,12187,12217,EJ,2009
0,12188,12218,EJ,2009
0,12189,12219,EJ,2009
0,12190,12220,EJ,2009
0,12191,12221,EJ,2009
0,12192,12222,EJ,2009
0,12193,12223,ECA,2009
0,12194,12224,EJ,2009
0,12195,12225,EJ,2009
0,12196,12226,EJ,2009
0,12197,12227,EJ,2009
0,12198,12228,EJ,2009
0,12199,12229,EJ,2009
0,12200,12230,EJ,2009
0,12201,12231,EJ,2009
0,12202,12232,EJ,2009
0,12203,12233,EJ,2009
0,12204,12234,EJ,2009
0,12205,12235,EJ,2009
0,12206,12236,EJ,2009
0,12207,12237,ECA,2008
0,12208,12238,ECA,2008
0,12209,12239,ECA,2008
0,12210,12240,EJ,2008
0,12211,12241,EJ,2008
0,12212,12242,EJ,2008
0,12213,12243,EJ,2008
0,12214,12244,EJ,2008
0,12215,12245,EJ,2008
0,12216,12246,EJ,2008
0,12217,12247,EJ,2008
0,12218,12248,EJ,2008
0,12219,12249,EJ,2008
0,12220,12250,EJ,2008
0,12221,12251,EJ,2008
0,12222,12252,EJ,2008
0,12223,12253,EJ,2008
0,12224,12254,EJ,2008
0,12225,12255,EJ,2008
0,12226,12256,EJ,2008
0,12227,12257,EJ,2008
0,12228,12258,EJ,2008
0,12229,12259,EJ,2008
0,12230,12260,EJ,2008
0,12231,12261,EJ,2008
0,12232,12262,EJ,2008
0,12233,12263,AER,2008
0,12234,12264,AER,2008
0,12235,12265,EJ,2008
0,12236,12266,EJ,2008
0,12237,12267,EJ,2008
0,12238,12268,EJ,2008
0,12239,12269,EJ,2008
0,12240,12270,EJ,2008
0,12241,12271,EJ,2008
0,12242,12272,EJ,2008
0,12243,12273,EJ,2008
0,12244,12274,EJ,2008
0,12245,12275,EJ,2008
0,12246,12276,EJ,2008
0,12247,12277,EJ,2008
0,12248,12278,EJ,2008
0,12249,12279,EJ,2008
0,12250,12280,EJ,2008
0,12251,12281,EJ,2008
0,12252,12282,EJ,2008
0,12253,12283,EJ,2008
0,12254,12284,EJ,2008
0,12255,12285,EJ,2008
0,12256,12286,EJ,2008
0,12257,12287,EJ,2008
0,12258,12288,EJ,2008
0,12259,12289,EJ,2008
0,12260,12290,EJ,2008
0,12261,12291,AER,2008
0,12262,12292,AER,2008
0,12263,12293,AER,2008
0,12264,12294,EJ,2008
0,12265,12295,EJ,2008
0,12266,12296,EJ,2008
0,12267,12297,EJ,2008
0,12268,12298,EJ,2008
0,12269,12299,AER,2008
0,12270,12300,AER,2008
0,12271,12301,AER,2008
0,12272,12302,AER,2008
0,12273,12303,AER,2008
0,12274,12304,AER,2008
0,12275,12305,AER,2008
0,12276,12306,AER,2008
0,12277,12307,AER,2008
0,12278,12308,AER,2008
0,12279,12309,AER,2008
0,12280,12310,AER,2008
0,12281,12311,AER,2008
0,12282,12312,AER,2008
0,12283,12313,AER,2008
0,12284,12314,AER,2008
0,12285,12315,AER,2008
0,12286,12316,AER,2008
0,12287,12317,AER,2008
0,12288,12318,AER,2008
0,12289,12319,AER,2008
0,12290,12320,AER,2008
0,12291,12321,AER,2008
0,12292,12322,AER,2008
0,12293,12323,AER,2008
0,12294,12324,AER,2008
0,12295,12325,AER,2008
0,12296,12326,AER,2008
0,12297,12327,AER,2008
0,12298,12328,AER,2008
0,12299,12329,AER,2008
0,12300,12330,AER,2008
0,12301,12331,AER,2008
0,12302,12332,AER,2008
0,12303,12333,AER,2008
0,12304,12334,AER,2008
0,12305,12335,AER,2008
0,12306,12336,AER,2008
0,12307,12337,AER,2008
0,12308,12338,AER,2008
0,12309,12339,AER,2008
0,12310,12340,AER,2008
0,12311,12341,AER,2008
0,12312,12342,AER,2008
0,12313,12343,AER,2008
0,12314,12344,AER,2008
0,12315,12345,AER,2008
0,12316,12346,AER,2008
0,12317,12347,AER,2008
0,12318,12348,AER,2008
0,12319,12349,AER,2008
0,12320,12350,AER,2008
0,12321,12351,AER,2008
0,12322,12352,AER,2008
0,12323,12353,AER,2008
0,12324,12354,AER,2008
0,12325,12355,AER,2008
0,12326,12356,AER,2008
0,12327,12357,AER,2008
0,12328,12358,AER,2008
0,12329,12359,AER,2008
0,12330,12360,AER,2008
0,12331,12361,AER,2008
0,12332,12362,AER,2008
0,12333,12363,AER,2008
0,12334,12364,AER,2008
0,12335,12365,AER,2008
0,12336,12366,AER,2008
0,12337,12367,AER,2008
0,12338,12368,AER,2008
0,12339,12369,AER,2008
0,12340,12370,AER,2008
0,12341,12371,AER,2008
0,12342,12372,AER,2008
0,12343,12373,AER,2008
0,12344,12374,AER,2008
0,12345,12375,AER,2008
0,12346,12376,AER,2008
0,12347,12377,AER,2008
0,12348,12378,AER,2008
0,12349,12379,AER,2008
0,12350,12380,AER,2008
0,12351,12381,AER,2008
0,12352,12382,AER,2008
0,12353,12383,AER,2008
0,12354,12384,AER,2008
0,12355,12385,AER,2008
0,12356,12386,AER,2008
0,12357,12387,AER,2008
0,12358,12388,AER,2008
0,12359,12389,AER,2008
0,12360,12390,EJ,2008
0,12361,12391,EJ,2008
0,12362,12392,EJ,2008
0,12363,12393,EJ,2008
0,12364,12394,EJ,2008
0,12365,12395,EJ,2008
0,12366,12396,EJ,2008
0,12367,12397,EJ,2008
0,12368,12398,EJ,2008
0,12369,12399,EJ,2008
0,12370,12400,EJ,2008
0,12371,12401,EJ,2008
0,12372,12402,EJ,2008
0,12373,12403,AER,2008
0,12374,12404,ECA,2008
0,12375,12405,ECA,2008
0,12376,12406,EJ,2008
0,12377,12407,EJ,2008
0,12378,12408,EJ,2008
0,12379,12409,EJ,2008
0,12380,12410,EJ,2008
0,12381,12411,EJ,2008
0,12382,12412,EJ,2008
0,12383,12413,EJ,2008
0,12384,12414,EJ,2008
0,12385,12415,EJ,2008
0,12386,12416,EJ,2008
0,12387,12417,EJ,2008
0,12388,12418,EJ,2008
0,12389,12419,EJ,2008
0,12390,12420,EJ,2008
0,12391,12421,EJ,2008
0,12392,12422,EJ,2008
0,12393,12423,EJ,2008
0,12394,12424,EJ,2008
0,12395,12425,EJ,2008
0,12396,12426,EJ,2008
0,12397,12427,EJ,2008
0,12398,12428,EJ,2008
0,12399,12429,EJ,2008
0,12400,12430,EJ,2008
0,12401,12431,EJ,2008
0,12402,12432,EJ,2008
0,12403,12433,EJ,2008
0,12404,12434,EJ,2008
0,12405,12435,RES,2008
0,12406,12436,AER,2007
0,12407,12437,AER,2007
0,12408,12438,AER,2007
0,12409,12439,AER,2007
0,12410,12440,EJ,2007
0,12411,12441,EJ,2007
0,12412,12442,EJ,2007
0,12413,12443,EJ,2007
0,12414,12444,EJ,2007
0,12415,12445,EJ,2007
0,12416,12446,EJ,2007
0,12417,12447,EJ,2007
0,12418,12448,EJ,2007
0,12419,12449,EJ,2007
0,12420,12450,EJ,2007
0,12421,12451,EJ,2007
0,12422,12452,EJ,2007
0,12423,12453,EJ,2007
0,12424,12454,EJ,2007
0,12425,12455,EJ,2007
0,12426,12456,EJ,2007
0,12427,12457,EJ,2007
0,12428,12458,EJ,2007
0,12429,12459,EJ,2007
0,12430,12460,EJ,2007
0,12431,12461,EJ,2007
0,12432,12462,EJ,2007
0,12433,12463,EJ,2007
0,12434,12464,EJ,2007
0,12435,12465,EJ,2007
0,12436,12466,EJ,2007
0,12437,12467,EJ,2007
0,12438,12468,EJ,2007
0,12439,12469,EJ,2007
0,12440,12470,EJ,2007
0,12441,12471,EJ,2007
0,12442,12472,EJ,2007
0,12443,12473,EJ,2007
0,12444,12474,EJ,2007
0,12445,12475,EJ,2007
0,12446,12476,AER,2007
0,12447,12477,EJ,2007
0,12448,12478,EJ,2007
0,12449,12479,EJ,2007
0,12450,12480,EJ,2007
0,12451,12481,EJ,2007
0,12452,12482,EJ,2007
0,12453,12483,EJ,2007
0,12454,12484,EJ,2007
0,12455,12485,EJ,2007
0,12456,12486,JPE,2007
0,12457,12487,JPE,2007
0,12458,12488,AER,2007
0,12459,12489,AER,2007
0,12460,12490,AER,2007
0,12461,12491,AER,2007
0,12462,12492,AER,2007
0,12463,12493,AER,2007
0,12464,12494,AER,2007
0,12465,12495,AER,2007
0,12466,12496,AER,2007
0,12467,12497,AER,2007
0,12468,12498,AER,2007
0,12469,12499,AER,2007
0,12470,12500,AER,2007
0,12471,12501,AER,2007
0,12472,12502,AER,2007
0,12473,12503,AER,2007
0,12474,12504,AER,2007
0,12475,12505,AER,2007
0,12476,12506,AER,2007
0,12477,12507,AER,2007
0,12478,12508,AER,2007
0,12479,12509,AER,2007
0,12480,12510,AER,2007
0,12481,12511,AER,2007
0,12482,12512,AER,2007
0,12483,12513,AER,2007
0,12484,12514,AER,2007
0,12485,12515,AER,2007
0,12486,12516,AER,2007
0,12487,12517,AER,2007
0,12488,12518,AER,2007
0,12489,12519,AER,2007
0,12490,12520,AER,2007
0,12491,12521,AER,2007
0,12492,12522,AER,2007
0,12493,12523,AER,2007
0,12494,12524,AER,2007
0,12495,12525,AER,2007
0,12496,12526,AER,2007
0,12497,12527,AER,2007
0,12498,12528,AER,2007
0,12499,12529,AER,2007
0,12500,12530,AER,2007
0,12501,12531,AER,2007
0,12502,12532,AER,2007
0,12503,12533,AER,2007
0,12504,12534,AER,2007
0,12505,12535,AER,2007
0,12506,12536,AER,2007
0,12507,12537,AER,2007
0,12508,12538,AER,2007
0,12509,12539,AER,2007
0,12510,12540,AER,2007
0,12511,12541,AER,2007
0,12512,12542,AER,2007
0,12513,12543,AER,2007
0,12514,12544,AER,2007
0,12515,12545,AER,2007
0,12516,12546,AER,2007
0,12517,12547,AER,2007
0,12518,12548,AER,2007
0,12519,12549,AER,2007
0,12520,12550,AER,2007
0,12521,12551,AER,2007
0,12522,12552,AER,2007
0,12523,12553,AER,2007
0,12524,12554,AER,2007
0,12525,12555,AER,2007
0,12526,12556,AER,2007
0,12527,12557,AER,2007
0,12528,12558,AER,2007
0,12529,12559,AER,2007
0,12530,12560,AER,2007
0,12531,12561,AER,2007
0,12532,12562,AER,2007
0,12533,12563,AER,2007
0,12534,12564,AER,2007
0,12535,12565,AER,2007
0,12536,12566,AER,2007
0,12537,12567,AER,2007
0,12538,12568,AER,2007
0,12539,12569,AER,2007
0,12540,12570,AER,2007
0,12541,12571,AER,2007
0,12542,12572,AER,2007
0,12543,12573,AER,2007
0,12544,12574,AER,2007
0,12545,12575,AER,2007
0,12546,12576,EJ,2007
0,12547,12577,EJ,2007
0,12548,12578,EJ,2007
0,12549,12579,EJ,2007
0,12550,12580,EJ,2007
0,12551,12581,EJ,2007
0,12552,12582,EJ,2007
0,12553,12583,EJ,2007
0,12554,12584,EJ,2007
0,12555,12585,EJ,2007
0,12556,12586,EJ,2007
0,12557,12587,EJ,2007
0,12558,12588,AER,2007
0,12559,12589,EJ,2007
0,12560,12590,EJ,2007
0,12561,12591,EJ,2007
0,12562,12592,EJ,2007
0,12563,12593,EJ,2007
0,12564,12594,EJ,2007
0,12565,12595,EJ,2007
0,12566,12596,EJ,2007
0,12567,12597,EJ,2007
0,12568,12598,EJ,2007
0,12569,12599,EJ,2007
0,12570,12600,EJ,2007
0,12571,12601,EJ,2007
0,12572,12602,EJ,2007
0,12573,12603,EJ,2007
0,12574,12604,EJ,2007
0,12575,12605,EJ,2007
0,12576,12606,EJ,2007
0,12577,12607,EJ,2007
0,12578,12608,EJ,2007
0,12579,12609,EJ,2007
0,12580,12610,EJ,2007
0,12581,12611,EJ,2007
0,12582,12612,EJ,2007
0,12583,12613,EJ,2007
0,12584,12614,EJ,2007
0,12585,12615,ECA,2007
0,12586,12616,EJ,2007
0,12587,12617,EJ,2007
0,12588,12618,EJ,2007
0,12589,12619,EJ,2007
0,12590,12620,EJ,2007
0,12591,12621,EJ,2007
0,12592,12622,EJ,2007
0,12593,12623,EJ,2007
0,12594,12624,EJ,2007
0,12595,12625,AER,1959
0,12596,12626,AER,1959
0,12597,12627,AER,1959
0,12598,12628,AER,1959
0,12599,12629,AER,1959
0,12600,12630,AER,1959
0,12601,12631,AER,1959
0,12602,12632,AER,1959
0,12603,12633,AER,1959
0,12604,12634,AER,1959
0,12605,12635,AER,1959
0,12606,12636,AER,1959
0,12607,12637,AER,1959
0,12608,12638,AER,1959
0,12609,12639,AER,1959
0,12610,12640,AER,1959
0,12611,12641,AER,1959
0,12612,12642,AER,1959
0,12613,12643,AER,1959
0,12614,12644,AER,1959
0,12615,12645,AER,1959
0,12616,12646,AER,1959
0,12617,12647,AER,1959
0,12618,12648,AER,1959
0,12619,12649,AER,1959
0,12620,12650,AER,1959
0,12621,12651,AER,1959
0,12622,12652,AER,1959
0,12623,12653,AER,1959
0,12624,12654,AER,1959
0,12625,12655,AER,1959
0,12626,12656,AER,1959
0,12627,12657,AER,1959
0,12628,12658,AER,1959
0,12629,12659,AER,1959
0,12630,12660,AER,1959
0,12631,12661,AER,1959
0,12632,12662,AER,1959
0,12633,12663,AER,1959
0,12634,12664,AER,1959
0,12635,12665,AER,1959
0,12636,12666,AER,1959
0,12637,12667,AER,1959
0,12638,12668,ECA,1959
0,12639,12669,ECA,1959
0,12640,12670,ECA,1959
0,12641,12671,ECA,1959
0,12642,12672,ECA,1959
0,12643,12673,ECA,1959
0,12644,12674,ECA,1959
0,12645,12675,ECA,1959
0,12646,12676,ECA,1959
0,12647,12677,EJ,1959
0,12648,12678,EJ,1959
0,12649,12679,EJ,1959
0,12650,12680,EJ,1959
0,12651,12681,EJ,1959
0,12652,12682,EJ,1959
0,12653,12683,EJ,1959
