,combined
81,"DE: International Monetary Arrangements 4320Open Economy Macroeconomics, Exchange Rates--General 4310"
82,GD: U.S.
83,GR: Northern America
84,LA: English
85,UD: 199006
86,AN: 0088666
87,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
88,TI: The Hypothesis of Offsetting Capital Flows: A Case Study of Germany
89,"AU: Kouri, Pentti J. K."
90,AF: Unlisted
91,"SO: Journal of Monetary Economics, 1(1), January 1975, pp. 21-39"
92,IS: 0304-3923
93,AV: http://www.sciencedirect.com/science/journal/03043932
94,DT: Journal Article
95,PY: 1975
96,DE: Open Economy Macroeconomic Theory--Balance of Payments and Adjustment Mechanisms 4312
97,GD: W. Germany
98,GR: Europe
99,LA: English
100,UD: 199006
101,AN: 0088667
102,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
103,"TI: The Balance Sheet Identity, the Government Financing Constraint, and the Crowding-Out Effect"
104,"AU: Meyer, Laurence H."
105,AF: Unlisted
106,"SO: Journal of Monetary Economics, 1(1), January 1975, pp. 65-78"
107,IS: 0304-3923
108,AV: http://www.sciencedirect.com/science/journal/03043932
109,DT: Journal Article
110,PY: 1975
111,"DE: Fiscal Theory, Empirical Studies Illustrating Fiscal Theory 3212Macroeconomic Theory--General 0230"
112,LA: English
113,UD: 199006
114,AN: 0088668
115,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
116,TI: A Theory of the Banking Firm: Comment
117,"AU: Miller, Stephen M."
118,AF: Unlisted
119,"SO: Journal of Monetary Economics, 1(1), January 1975, pp. 123-28"
120,IS: 0304-3923
121,AV: http://www.sciencedirect.com/science/journal/03043932
122,DT: Journal Article
123,PY: 1975
124,DE: Commercial Banking 3120
125,LA: English
126,UD: 199006
127,AN: 0088669
128,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
129,TI: Inflation: A Simple Friedman Theory with a Phillips Twist
130,"AU: Vanderkamp, John"
131,AF: Unlisted
132,"SO: Journal of Monetary Economics, 1(1), January 1975, pp. 117-22"
133,IS: 0304-3923
134,AV: http://www.sciencedirect.com/science/journal/03043932
135,DT: Journal Article
136,PY: 1975
137,"DE: Inflation Theories, Studies Illustrating Inflation Theories 1342Labor Economics: Theory and Empirical Studies Illustrating Theory 8210"
138,LA: English
139,UD: 199006
140,AN: 0088670
141,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
142,TI: The Relative Importance of Determinants of the Money Supply: The British Case
143,"AU: Black, Harold"
144,AF: Unlisted
145,"SO: Journal of Monetary Economics, 1(2), April 1975, pp. 251-64"
146,IS: 0304-3923
147,AV: http://www.sciencedirect.com/science/journal/03043932
148,DT: Journal Article
149,PY: 1975
150,"DE: Domestic Monetary Theory, Empirical Studies Illustrating Theory 3112"
151,GD: U.K.
152,GR: Europe
153,LA: English
154,UD: 199006
155,AN: 0088671
156,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
157,TI: A Simple Perfect Foresight Monetary Model
158,"AU: Brock, William A."
159,AF: Unlisted
160,"SO: Journal of Monetary Economics, 1(2), April 1975, pp. 133-50"
161,IS: 0304-3923
162,AV: http://www.sciencedirect.com/science/journal/03043932
163,DT: Journal Article
164,PY: 1975
165,"DE: Inflation and Deflation--General 1340Domestic Monetary Theory, Empirical Studies Illustrating Theory 3112"
166,LA: English
167,UD: 199006
168,AN: 0088672
169,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
170,TI: Fixed versus Flexible Exchange Rates: A Reservoir Simile
171,"AU: Chen, Chau-nan"
172,AF: Unlisted
173,"SO: Journal of Monetary Economics, 1(2), April 1975, pp. 265-71"
174,IS: 0304-3923
175,AV: http://www.sciencedirect.com/science/journal/03043932
176,DT: Journal Article
177,PY: 1975
178,DE: Exchange Rates and Markets--Theory and Studies 4314
179,LA: English
180,UD: 199006
181,AN: 0088673
182,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
183,TI: The Effect of Unemployment Dispersion on the Rate of Wage Inflation
184,"AU: Cook, Philip J., Frank, Robert H."
185,"AF: Unlisted, Unlisted"
186,"SO: Journal of Monetary Economics, 1(2), April 1975, pp. 241-49"
187,IS: 0304-3923
188,AV: http://www.sciencedirect.com/science/journal/03043932
189,DT: Journal Article
190,PY: 1975
191,"DE: Labor Economics: Theory and Empirical Studies Illustrating Theory 8210Inflation Theories, Studies Illustrating Inflation Theories 1342"
192,GD: U.S.
193,GR: Northern America
194,LA: English
195,UD: 199006
196,AN: 0088674
197,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
198,TI: Economies of Scale in Financial Institutions: A General Model Applied to Insurance
199,"AU: Halpern, Paul J., Mathewson, G. Frank"
200,"AF: Unlisted, Unlisted"
201,"SO: Journal of Monetary Economics, 1(2), April 1975, pp. 203-20"
202,IS: 0304-3923
203,AV: http://www.sciencedirect.com/science/journal/03043932
204,DT: Journal Article
205,PY: 1975
206,DE: Industry Studies--Services--Insurance 6356Financial Intermediaries 3140
207,GD: Canada
208,GR: Northern America
209,LA: English
210,UD: 199006
211,AN: 0088675
212,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
213,TI: Effectiveness of Monetary vs. Fiscal Policy as Revealed by the Behavior of Inventory Stocks: An Empirical Investigation
214,"AU: Levi, Maurice D."
215,AF: Unlisted
216,"SO: Journal of Monetary Economics, 1(2), April 1975, pp. 151-70"
217,IS: 0304-3923
218,AV: http://www.sciencedirect.com/science/journal/03043932
219,DT: Journal Article
220,PY: 1975
221,DE: Stabilization Theories and Policies 1331
222,GD: U.S.
223,GR: Northern America
224,LA: English
225,UD: 199006
226,AN: 0088676
227,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
228,TI: Economies of Scale of Financial Institutions: A Comment
229,"AU: Mullineaux, Donald J."
230,AF: Unlisted
231,"SO: Journal of Monetary Economics, 1(2), April 1975, pp. 233-40"
232,IS: 0304-3923
233,AV: http://www.sciencedirect.com/science/journal/03043932
234,DT: Journal Article
235,PY: 1975
236,DE: Financial Intermediaries 3140Commercial Banking 3120
237,GD: U.S.
238,GR: Northern America
239,LA: English
240,UD: 199006
241,AN: 0088677
242,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
243,TI: Interest and Non-interest Credit Rationing in the Mortgage Market
244,"AU: Ostas, James R., Zahn, Frank"
245,"AF: Unlisted, Unlisted"
246,"SO: Journal of Monetary Economics, 1(2), April 1975, pp. 187-201"
247,IS: 0304-3923
248,AV: http://www.sciencedirect.com/science/journal/03043932
249,DT: Journal Article
250,PY: 1975
251,DE: Mortgage Market 3152
252,GD: U.S.
253,GR: Northern America
254,LA: English
255,UD: 199006
256,AN: 0088678
257,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
258,TI: A Critique of Dutch Monetarism
259,"AU: Selden, Richard T."
260,AF: Unlisted
261,"SO: Journal of Monetary Economics, 1(2), April 1975, pp. 221-32"
262,IS: 0304-3923
263,AV: http://www.sciencedirect.com/science/journal/03043932
264,DT: Journal Article
265,PY: 1975
266,"DE: Domestic Monetary Theory, Empirical Studies Illustrating Theory 3112"
267,GD: Netherlands
268,GR: Europe
269,LA: English
270,UD: 199006
271,AN: 0088679
272,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
273,TI: A Wicksellian Indicator of Monetary Policy
274,"AU: Tanner, J. Ernest"
275,AF: Unlisted
276,"SO: Journal of Monetary Economics, 1(2), April 1975, pp. 171-85"
277,IS: 0304-3923
278,AV: http://www.sciencedirect.com/science/journal/03043932
279,DT: Journal Article
280,PY: 1975
281,DE: Domestic Monetary Theory and Policy 3110Economic Fluctuations--Studies 1313
282,GD: U.S.
283,GR: Northern America
284,LA: English
285,UD: 199006
286,AN: 0088680
287,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
288,TI: The Relative Importance of Autonomous Expenditures and Money in Turkey
289,"AU: Atesoglu, H. Sonmez"
290,AF: Unlisted
291,"SO: Journal of Monetary Economics, 1(3), July 1975, pp. 369-73"
292,IS: 0304-3923
293,AV: http://www.sciencedirect.com/science/journal/03043932
294,DT: Journal Article
295,PY: 1975
296,"DE: Fiscal Policy 3216Domestic Monetary Policy, Including All Central Banking Topics 3116"
297,GD: Turkey
298,GR: Europe
299,LA: English
300,UD: 199006
301,AN: 0088681
302,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
303,TI: Evaluation under the Bank Merger Act of 1960 of the Competitive Factors Involved in Bank Mergers: The Regulatory Agencies Compared
304,"AU: Carey, Roberta Grower"
305,AF: Unlisted
306,"SO: Journal of Monetary Economics, 1(3), July 1975, pp. 275-308"
307,IS: 0304-3923
308,AV: http://www.sciencedirect.com/science/journal/03043932
309,DT: Journal Article
310,PY: 1975
311,DE: Commercial Banking 3120
312,GD: U.S.
313,GR: Northern America
314,LA: English
315,UD: 199006
316,AN: 0088682
317,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
318,TI: A Suggestion for a New Monetary Indicator
319,"AU: Carr, Jack L., Smith, Lawrence B."
320,"AF: Unlisted, Unlisted"
321,"SO: Journal of Monetary Economics, 1(3), July 1975, pp. 363-68"
322,IS: 0304-3923
323,AV: http://www.sciencedirect.com/science/journal/03043932
324,DT: Journal Article
325,PY: 1975
326,"DE: Domestic Monetary Policy, Including All Central Banking Topics 3116"
327,GD: U.S.
328,GR: Northern America
329,LA: English
330,UD: 199006
331,AN: 0088683
332,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
333,TI: Cyclical Variations in the Risk Structure of Interest Rates
334,"AU: Jaffee, Dwight M."
335,AF: Unlisted
336,"SO: Journal of Monetary Economics, 1(3), July 1975, pp. 309-25"
337,IS: 0304-3923
338,AV: http://www.sciencedirect.com/science/journal/03043932
339,DT: Journal Article
340,PY: 1975
341,"DE: Capital Markets--Empirical Studies, Including Regulation 3132Economic Fluctuations--Studies 1313"
342,GD: U.S.
343,GR: Northern America
344,LA: English
345,UD: 199006
346,AN: 0088684
347,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
348,TI: A Note Extending Tobin's Inventory Demand for Money Model
349,"AU: Johnson, Karen"
350,AF: Unlisted
351,"SO: Journal of Monetary Economics, 1(3), July 1975, pp. 383-95"
352,IS: 0304-3923
353,AV: http://www.sciencedirect.com/science/journal/03043932
354,DT: Journal Article
355,PY: 1975
356,"DE: Domestic Monetary Theory, Empirical Studies Illustrating Theory 3112"
357,LA: English
358,UD: 199006
359,AN: 0088685
360,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
361,TI: The Monetary Dynamics of Hyperinflation: A Note
362,"AU: Khan, Mohsin S."
363,AF: Unlisted
364,"SO: Journal of Monetary Economics, 1(3), July 1975, pp. 355-62"
365,IS: 0304-3923
366,AV: http://www.sciencedirect.com/science/journal/03043932
367,DT: Journal Article
368,PY: 1975
369,"DE: Economic History--Europe--General 0440Inflation Theories, Studies Illustrating Inflation Theories 1342Domestic Monetary Theory, Empirical Studies Illustrating Theory 3112"
370,LA: English
371,UD: 199006
372,AN: 0088686
373,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
374,TI: Nonconstant Coefficients of Expectation and the Recent Demand for Money
375,"AU: Koot, Ronald S."
376,AF: Unlisted
377,"SO: Journal of Monetary Economics, 1(3), July 1975, pp. 375-82"
378,IS: 0304-3923
379,AV: http://www.sciencedirect.com/science/journal/03043932
380,DT: Journal Article
381,PY: 1975
382,"DE: Domestic Monetary Theory, Empirical Studies Illustrating Theory 3112"
383,GD: U.S.
384,GR: Northern America
385,LA: English
386,UD: 199006
387,AN: 0088687
388,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
389,"TI: Some Evidence on the Formation, Efficiency and Accuracy of Anticipations of Nominal Yields"
390,"AU: Laffer, Arthur B., Zecher, Richard"
391,"AF: Unlisted, Unlisted"
392,"SO: Journal of Monetary Economics, 1(3), July 1975, pp. 327-42"
393,IS: 0304-3923
394,AV: http://www.sciencedirect.com/science/journal/03043932
395,DT: Journal Article
396,PY: 1975
397,DE: Capital Markets--General 3130
398,GD: U.S.
399,GR: Northern America
400,LA: English
401,UD: 199006
402,AN: 0088688
403,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
404,TI: The Resumption Act and the Money Supply
405,"AU: Timberlake, Richard H., Jr."
406,AF: Unlisted
407,"SO: Journal of Monetary Economics, 1(3), July 1975, pp. 343-54"
408,IS: 0304-3923
409,AV: http://www.sciencedirect.com/science/journal/03043932
410,DT: Journal Article
411,PY: 1975
412,DE: Economic History--United States and North America--History of Public Economic Policy (all levels) 0423
413,GD: U.S.
414,GR: Northern America
415,LA: English
416,UD: 199006
417,AN: 0088689
418,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
419,TI: Extrapolations of Yields over the Short Run: Forecasts or Folly?
420,"AU: Bowlin, Oswald D., Martin, John D."
421,"AF: Unlisted, Unlisted"
422,"SO: Journal of Monetary Economics, 1(4), October 1975, pp. 475-88"
423,IS: 0304-3923
424,AV: http://www.sciencedirect.com/science/journal/03043932
425,DT: Journal Article
426,PY: 1975
427,"DE: Capital Markets--Empirical Studies, Including Regulation 3132Specific Forecasts and Models 1323"
428,GD: U.S.
429,GR: Northern America
430,LA: English
431,UD: 199006
432,AN: 0088690
433,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
434,TI: Inflation and the Formation of Expectations
435,"AU: Frenkel, Jacob A."
436,AF: Unlisted
437,"SO: Journal of Monetary Economics, 1(4), October 1975, pp. 403-21"
438,IS: 0304-3923
439,AV: http://www.sciencedirect.com/science/journal/03043932
440,DT: Journal Article
441,PY: 1975
442,"DE: Inflation Theories, Studies Illustrating Inflation Theories 1342Domestic Monetary Theory, Empirical Studies Illustrating Theory 3112"
443,LA: English
444,UD: 199006
445,AN: 0088691
446,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
447,"TI: Targets, Instruments, and Indicators of Monetary Policy"
448,"AU: Friedman, Benjamin M."
449,AF: Unlisted
450,"SO: Journal of Monetary Economics, 1(4), October 1975, pp. 443-73"
451,IS: 0304-3923
452,AV: http://www.sciencedirect.com/science/journal/03043932
453,DT: Journal Article
454,PY: 1975
455,DE: Domestic Monetary Theory and Policy 3110
456,LA: English
457,UD: 199006
458,AN: 0088692
459,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
460,TI: The Value of Time and the Demand for Money: A Rejoinder
461,"AU: Karni, Edi"
462,AF: Unlisted
463,"SO: Journal of Monetary Economics, 1(4), October 1975, pp. 497-98"
464,IS: 0304-3923
465,AV: http://www.sciencedirect.com/science/journal/03043932
466,DT: Journal Article
467,PY: 1975
468,"DE: Domestic Monetary Theory, Empirical Studies Illustrating Theory 3112"
469,LA: English
470,UD: 199006
471,AN: 0088693
472,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
473,TI: A Comment on the Value of Time and the Demand for Money
474,"AU: Lenard, Thomas M., Moss, William G."
475,"AF: Unlisted, Unlisted"
476,"SO: Journal of Monetary Economics, 1(4), October 1975, pp. 489-96"
477,IS: 0304-3923
478,AV: http://www.sciencedirect.com/science/journal/03043932
479,DT: Journal Article
480,PY: 1975
481,"DE: Domestic Monetary Theory, Empirical Studies Illustrating Theory 3112Microeconomic Theory--Theory of the Household (Consumer Demand) 0222"
482,LA: English
483,UD: 199006
484,AN: 0088694
485,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
486,TI: Adaptive and Regressive Expectations in a Rational Model of the Inflationary Process
487,"AU: Mussa, Michael"
488,AF: Unlisted
489,"SO: Journal of Monetary Economics, 1(4), October 1975, pp. 423-42"
490,IS: 0304-3923
491,AV: http://www.sciencedirect.com/science/journal/03043932
492,DT: Journal Article
493,PY: 1975
494,"DE: Inflation Theories, Studies Illustrating Inflation Theories 1342Economics of Uncertainty and Information, Game Theory and Bargaining Theory: General 0260Domestic Monetary Theory, Empirical Studies Illustrating Theory 3112"
495,LA: English
496,UD: 199006
497,AN: 0088695
498,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
0,TI: Rational Expectations and the Role of Monetary Policy
1,"AU: Barro, Robert J."
2,AF: Unlisted
3,"SO: Journal of Monetary Economics, 2(1), January 1976, pp. 1-32"
4,IS: 0304-3923
5,AV: http://www.sciencedirect.com/science/journal/03043932
6,DT: Journal Article
7,PY: 1976
8,DE: Domestic Monetary Theory and Policy 3110Labor Economics: Theory and Empirical Studies Illustrating Theory 8210
9,LA: English
10,UD: 199006
11,AN: 0091734
12,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
13,TI: Household Demand for Checking Account Money: The Impact of Bank Pricing
14,"AU: Boyd, John H."
15,AF: Unlisted
16,"SO: Journal of Monetary Economics, 2(1), January 1976, pp. 81-98"
17,IS: 0304-3923
18,AV: http://www.sciencedirect.com/science/journal/03043932
19,DT: Journal Article
20,PY: 1976
21,"DE: Domestic Monetary Theory, Empirical Studies Illustrating Theory 3112Commercial Banking 3120"
22,GD: U.S.
23,GR: Northern America
24,LA: English
25,UD: 199006
26,AN: 0091735
27,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
28,TI: Money Demand by Sector: A Survey for the Netherlands in 1971
29,"AU: Cramer, J. S., Reekers, G. M."
30,"AF: Unlisted, Unlisted"
31,"SO: Journal of Monetary Economics, 2(1), January 1976, pp. 99-112"
32,IS: 0304-3923
33,AV: http://www.sciencedirect.com/science/journal/03043932
34,DT: Journal Article
35,PY: 1976
36,"DE: Domestic Monetary Theory, Empirical Studies Illustrating Theory 3112"
37,GD: Netherlands
38,GR: Europe
39,LA: English
40,UD: 199006
41,AN: 0091736
42,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
43,TI: On the Effectiveness of Monetary Policy under Fixed Rates of Exchange
44,"AU: Fratianni, Michele"
45,AF: Unlisted
46,"SO: Journal of Monetary Economics, 2(1), January 1976, pp. 63-79"
47,IS: 0304-3923
48,AV: http://www.sciencedirect.com/science/journal/03043932
49,DT: Journal Article
50,PY: 1976
51,"DE: Domestic Monetary Policy, Including All Central Banking Topics 3116Open Economy Macroeconomic Studies--Balance of Payments and Adjustment Mechanisms 4313Exchange Rates and Markets--Theory and Studies 4314"
52,LA: English
53,UD: 199006
54,AN: 0091737
55,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
56,"TI: Financial Capital Movements and Central Bank Behavior in a Two-Country, Short-Run Portfolio Balance"
57,"AU: Girton, Lance, Henderson, Dale W."
58,"AF: Unlisted, Unlisted"
59,"SO: Journal of Monetary Economics, 2(1), January 1976, pp. 33-61"
60,IS: 0304-3923
61,AV: http://www.sciencedirect.com/science/journal/03043932
62,DT: Journal Article
63,PY: 1976
64,"DE: Domestic Monetary Policy, Including All Central Banking Topics 3116Open Economy Macroeconomics, Exchange Rates--General 4310"
65,GD: U.S.
66,GR: Northern America
67,LA: English
68,UD: 199006
69,AN: 0091738
70,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
71,TI: A Note on the Welfare Cost of Money Creation
72,"AU: Marty, Alvin L."
73,AF: Unlisted
74,"SO: Journal of Monetary Economics, 2(1), January 1976, pp. 121-24"
75,IS: 0304-3923
76,AV: http://www.sciencedirect.com/science/journal/03043932
77,DT: Journal Article
78,PY: 1976
79,"DE: Domestic Monetary Theory, Empirical Studies Illustrating Theory 3112Macroeconomic Theory--General 0230Fiscal Theory, Empirical Studies Illustrating Fiscal Theory 3212"
80,LA: English
81,UD: 199006
82,AN: 0091739
83,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
84,"TI: A Compound Note: Or, a Note on Harry Johnson's Note on the Theory of Transactions Demand for Cash"
85,"AU: Miller, Preston"
86,AF: Unlisted
87,"SO: Journal of Monetary Economics, 2(1), January 1976, pp. 113-20"
88,IS: 0304-3923
89,AV: http://www.sciencedirect.com/science/journal/03043932
90,DT: Journal Article
91,PY: 1976
92,"DE: Domestic Monetary Theory, Empirical Studies Illustrating Theory 3112Microeconomic Theory--Theory of the Household (Consumer Demand) 0222"
93,LA: English
94,UD: 199006
95,AN: 0091740
96,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
97,TI: The Individual's Transactions Demand for Money: A Utility Maximization Approach
98,"AU: Anderson, Robert E."
99,AF: Unlisted
100,"SO: Journal of Monetary Economics, 2(2), April 1976, pp. 237-56"
101,IS: 0304-3923
102,AV: http://www.sciencedirect.com/science/journal/03043932
103,DT: Journal Article
104,PY: 1976
105,"DE: Domestic Monetary Theory, Empirical Studies Illustrating Theory 3112Microeconomic Theory--Theory of the Household (Consumer Demand) 0222"
106,LA: English
107,UD: 199006
108,AN: 0091741
109,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
110,TI: Recent Developments in Monetary Theory
111,"AU: Barro, Robert J., Fischer, Stanley"
112,"AF: Unlisted, Unlisted"
113,"SO: Journal of Monetary Economics, 2(2), April 1976, pp. 133-67"
114,IS: 0304-3923
115,AV: http://www.sciencedirect.com/science/journal/03043932
116,DT: Journal Article
117,PY: 1976
118,"DE: Domestic Monetary Theory, Empirical Studies Illustrating Theory 3112Labor Economics: Theory and Empirical Studies Illustrating Theory 8210Monetary Growth Models 1114"
119,LA: English
120,UD: 199006
121,AN: 0091742
122,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
123,TI: Recent Developments in the Theory of Inflation and Unemployment
124,"AU: Gordon, Robert J."
125,AF: Unlisted
126,"SO: Journal of Monetary Economics, 2(2), April 1976, pp. 185-219"
127,IS: 0304-3923
128,AV: http://www.sciencedirect.com/science/journal/03043932
129,DT: Journal Article
130,PY: 1976
131,"DE: Inflation Theories, Studies Illustrating Inflation Theories 1342Labor Economics: Theory and Empirical Studies Illustrating Theory 8210"
132,GD: U.S.
133,GR: Northern America
134,LA: English
135,UD: 199006
136,AN: 0091743
137,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
138,TI: Wage Indexation: A Macroeconomic Approach
139,"AU: Gray, Jo Anna"
140,AF: Unlisted
141,"SO: Journal of Monetary Economics, 2(2), April 1976, pp. 221-35"
142,IS: 0304-3923
143,AV: http://www.sciencedirect.com/science/journal/03043932
144,DT: Journal Article
145,PY: 1976
146,"DE: Economic Fluctuations--General 1310Domestic Monetary Theory and Policy 3110Inflation Theories, Studies Illustrating Inflation Theories 1342"
147,LA: English
148,UD: 199006
149,AN: 0091744
150,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
151,TI: Rational Expectations and the Theory of Economic Policy
152,"AU: Sargent, Thomas J., Wallace, Neil"
153,"AF: Unlisted, Unlisted"
154,"SO: Journal of Monetary Economics, 2(2), April 1976, pp. 169-83"
155,IS: 0304-3923
156,AV: http://www.sciencedirect.com/science/journal/03043932
157,DT: Journal Article
158,PY: 1976
159,"DE: Domestic Monetary Theory, Empirical Studies Illustrating Theory 3112Economics of Uncertainty and Information, Game Theory and Bargaining Theory: General 0260"
160,LA: English
161,UD: 199006
162,AN: 0091745
163,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
164,TI: Stability of Keynesian and Classical Macroeconomic Systems
165,"AU: Siegel, Jeremy J."
166,AF: Unlisted
167,"SO: Journal of Monetary Economics, 2(2), April 1976, pp. 257-66"
168,IS: 0304-3923
169,AV: http://www.sciencedirect.com/science/journal/03043932
170,DT: Journal Article
171,PY: 1976
172,DE: Macroeconomic Theory--General 0230
173,LA: English
174,UD: 199006
175,AN: 0091746
176,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
177,TI: Output and Employment in a Macro Model with Discrete Transaction Costs
178,"AU: Barro, Robert J., Santomero, Anthony M."
179,"AF: Unlisted, Unlisted"
180,"SO: Journal of Monetary Economics, 2(3), July 1976, pp. 297-310"
181,IS: 0304-3923
182,AV: http://www.sciencedirect.com/science/journal/03043932
183,DT: Journal Article
184,PY: 1976
185,DE: Labor Economics: Theory and Empirical Studies Illustrating Theory 8210Macroeconomic Theory--General 0230
186,LA: English
187,UD: 199006
188,AN: 0091747
189,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
190,TI: Dynamic Adjustments in Simple Models of the Transactions Demand for Money
191,"AU: Chant, John F."
